ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),OUT
0.429,10.324,3.031,0.548,9.457,2.536,-0.046,0.762,0.943,-0.06,0.034,-0.062,39,5.3,-32.9,17.8,182,-74.8,-12.7,3,0.19
0.113,9.654,3.632,0.453,9.469,2.512,-0.341,0.185,1.12,0.068,0.268,-0.011,39,6.6,-32.9,18.1,187.8,-74.9,-10.2,3,0.19
-0.534,9.587,3.261,0.407,9.494,2.423,-0.755,-0.111,1.087,0.106,0.27,0.299,39,6.1,-32.4,17.1,186.9,-75,-9.6,3,0.19
-0.527,9.014,2.648,0.458,9.477,2.481,-0.995,-0.45,0.198,0.059,0.36,0.17,34,4,-31.9,19.2,183.7,-75.3,-10.3,3,0.19
-0.345,8.914,3.623,0.375,9.422,2.693,-0.675,-0.613,1.073,0.04,0.117,-0.143,34,3.1,-33.1,18.4,181,-73.9,-7.9,3,0.19
-0.081,9.496,3.306,0.229,9.407,2.761,-0.282,0.12,0.656,-0.141,0.052,-0.032,34,3.2,-31.6,17.8,182.5,-74,-5.9,3,0.19
0.259,9.247,2.78,0.182,9.401,2.786,-0.017,-0.147,0.03,-0.003,-0.158,0.054,34,3.1,-32.4,18.5,184,-73.6,-3.7,3,0.19
-0.268,9.788,2.785,0.151,9.412,2.75,-0.441,0.352,-0.006,0.012,-0.172,-0.053,35,3.5,-32.3,19.3,183.9,-73.6,-3.4,3,0.19
-0.285,10.089,3.309,0.199,9.427,2.696,-0.369,0.864,0.632,0.121,-0.335,-0.014,35,5,-32,19.3,187.8,-73.8,-3.7,3,0.19
0.259,9.417,4.262,0.372,9.408,2.743,-0.046,-0.353,1.475,0.063,-0.497,-0.016,36,4.8,-32.2,17.9,184.3,-74,-5.8,3,0.19
1.123,8.986,2.088,0.527,9.406,2.725,0.596,-0.42,-0.637,-0.024,-0.84,-0.286,36,6.7,-31.8,17.5,188.2,-73.6,-10.5,3,0.19
0.397,9.259,3.448,0.58,9.371,2.831,-0.217,-0.163,0.622,0.066,-0.749,-0.152,35,9.2,-32,16,193.4,-73.1,-11,3,0.19
1.559,9.23,3.079,0.784,9.348,2.859,0.585,-0.06,0.395,-0.099,-0.263,0.09,32,9.9,-31.8,16.8,190.5,-72.4,-15.3,3,0.19
1.638,8.339,4.001,1.183,9.221,3.121,0.826,-1.454,1.548,-0.495,-0.181,0.437,32,10.8,-32.5,15.7,189.6,-72,-17.8,3,0.19
1.362,9.393,1.968,1.26,9.216,3.107,-0.027,0.347,-1.567,0.142,0.207,-0.034,33,9.7,-33.9,14,188.2,-69.7,-22.2,3,0.19
1.425,9.666,2.275,1.271,9.217,3.1,0.17,0.483,-0.488,0.219,0.228,0.363,33,10,-32.8,14.8,188.2,-69.8,-20.9,3,0.19
-0.017,9.378,2.641,0.229,9.434,2.667,-0.155,-0.044,-0.119,-0.074,0.056,0.041,42,-4.9,-11.9,-41.5,0.5,-74.7,-6.3,3,0.19
-0.285,9.371,3.843,0.142,9.369,2.893,-0.414,0.04,0.873,0.031,-0.088,-0.127,44,-5.2,-12.1,-41.1,2.7,-73.8,-4.6,3,0.19
-0.153,9.603,2.344,0.018,9.379,2.865,-0.125,0.093,-0.332,0.003,-0.112,0.012,44,-5.6,-12.4,-41.6,8.8,-72.8,-0.5,3,0.19
-0.218,9.462,2.835,0.027,9.39,2.828,-0.244,0.072,0.007,-0.048,-0.214,0.073,45,-5,-11.9,-43,7.4,-73.2,-0.3,3,0.19
-0.254,9.867,2.172,0.038,9.395,2.813,-0.217,0.127,-0.251,0.154,-0.311,-0.08,53,-6.2,-11.6,-41.2,8.6,-73.1,-0.8,3,0.19
-0.12,9.314,3.072,0.137,9.419,2.727,0.376,0.288,-0.105,-0.017,-0.252,0.066,53,-7.7,-11.5,-41.5,9.5,-73.8,-1.3,3,0.19
0.63,9.295,4.14,0.19,9.401,2.786,0.04,-0.003,0.582,-0.247,-0.26,0.031,43,-8.7,-11.2,-42.1,9.2,-73.5,-3.9,3,0.19
0.45,9.172,3.69,0.328,9.339,2.974,0.166,-0.057,0.436,-0.146,-0.177,-0.001,43,-9.3,-10.3,-42.5,7.2,-72.7,-5.5,3,0.19
0.905,8.78,3.661,0.462,9.244,3.241,0.297,-0.282,0.276,0.258,-0.285,-0.247,40,-10.4,-9,-42.9,5.7,-70.9,-8.1,3,0.19
0.601,9.584,3.321,0.461,9.269,3.168,0.408,0.305,0.014,-0.153,-0.104,-0.089,40,-11.2,-10.1,-44.2,6.6,-70.9,-8.3,3,0.19
0.374,9.383,3.333,0.496,9.295,3.087,0.048,-0.051,0.141,-0.113,-0.076,0.25,46,-12.8,-10.3,-43.8,9.6,-71.3,-8,3,0.19
0.898,9.268,3.23,0.662,9.249,3.192,0.564,-0.098,-0.129,-0.041,0.283,0.248,46,-11.2,-9.3,-43.6,3.5,-70.8,-10.9,3,0.19
0.374,9.529,3.23,0.672,9.261,3.156,-0.121,0.327,0.231,0.22,0.693,0.197,45,-9.5,-9.8,-44.6,0.4,-70.4,-12.2,3,0.19
0.998,9.383,3.805,0.837,9.265,3.102,0.652,0.065,-0.495,-0.218,0.915,0.321,36,-7.4,-10.3,-47,353,-71.2,-14.6,3,0.19
0.73,10.03,3.488,0.284,9.36,2.913,0.427,0.239,1.236,-0.067,0.138,-0.047,43,5.2,-33.3,14.7,188.7,-72.7,-5.4,3,0.19
0.536,9.668,3.266,0.249,9.339,2.981,0.156,1.088,-0.127,0.075,0.031,-0.066,43,5.1,-32.9,14.6,186.1,-72.4,-5.2,3,0.19
-1.346,8.909,3.996,0.082,9.272,3.192,-1.428,-0.363,0.804,0.278,0.063,0.044,43,5.6,-32.6,14.5,192.6,-71,-1.5,3,0.19
0.587,9.041,2.612,0.165,9.306,3.088,0.371,-0.653,-0.586,0.137,0.016,0.254,42,4.6,-33.1,14.9,190.4,-71.1,-1.3,3,0.19
-1.065,8.837,5.804,0.191,9.21,3.363,-1.246,-0.351,2.388,-0.079,0.108,-0.032,42,3.3,-34.1,14.5,184.7,-69.9,-3.2,3,0.19
0.151,9.103,3.019,0.088,9.187,3.431,0.228,0.063,-1.017,-0.029,0.052,-0.009,38,3.8,-33.3,15.1,187.8,-69.5,-1.7,3,0.19
0.031,9.105,3.34,0.047,9.181,3.446,-0.019,-0.08,-0.095,-0.047,-0.09,-0.048,38,3.5,-33.7,15.1,188.4,-69.5,-1.2,3,0.19
-0.134,9.587,3.005,0.028,9.182,3.445,-0.131,0.307,-0.435,0.006,-0.332,-0.025,36,4.5,-33.1,14.5,190.7,-69.3,-0.5,3,0.19
0.201,9.127,3.151,0.153,9.175,3.458,0.019,-0.025,-0.312,-0.072,-0.592,0.028,36,5.8,-33.8,13,193.1,-69.4,-1.6,3,0.19
0.254,8.832,4.808,0.378,9.099,3.637,-0.491,0.315,1.092,-0.18,-0.649,-0.089,38,7.4,-33.4,13.3,193.1,-68.7,-5.2,3,0.19
1.061,8.543,4.338,0.548,9.05,3.738,0.505,-0.295,0.485,-0.123,-0.859,-0.22,38,8,-34.6,12.3,193.8,-67.8,-7.1,3,0.19
-0.187,9.256,5.052,0.553,8.979,3.904,-0.647,0.28,1.023,0.015,-0.712,-0.284,38,9.8,-33.6,12.4,197.6,-66.6,-8.3,3,0.19
0.555,9.338,4.365,0.52,9,3.861,-1.192,0.479,1.27,-0.225,-0.341,-0.216,33,12.2,-33.5,12.2,201.6,-67,-8.1,3,0.19
0.814,8.162,3.603,0.651,8.973,3.904,0.295,-0.851,-0.288,-0.099,-0.156,0.157,33,11.9,-33.5,12.5,201,-66.5,-7.7,3,0.19
0.737,9.17,3.517,0.669,8.978,3.887,0.104,0.211,-0.674,0.054,0.176,0.066,33,12.2,-33.5,12.2,200.4,-66.3,-9.8,3,0.19
0.848,9.129,3.936,0.761,8.958,3.917,0.455,-0.042,0.048,0.004,0.343,0.156,33,11.2,-33.4,11.5,198.2,-66,-10.8,3,0.19
1.695,8.014,4.034,0.866,8.917,3.988,0.719,-0.784,0.511,-0.081,0.304,0.308,33,11,-34.7,10.7,198.7,-66,-11,3,0.19
1.183,8.741,4.616,0.916,8.833,4.16,0.2,-0.056,0.525,-0.157,0.183,0.16,33,9,-34.6,11.6,192.8,-64.5,-12.3,3,0.19
-0.323,9.058,3.306,0.56,9.489,2.41,-0.766,-0.297,0.959,0.091,0.183,0.173,38,-7.7,-13.4,-40.8,357.8,-75.3,-13,3,0.19
0.407,9.316,2.282,0.622,9.486,2.409,-0.221,-0.204,-0.146,-0.097,0.139,0.186,39,-6.5,-12.5,-41.3,356.1,-75.3,-13.4,3,0.19
-0.266,9.673,2.861,0.599,9.442,2.581,-0.849,0.218,0.375,0.027,0.085,-0.084,39,-5.8,-11.6,-41.5,354.6,-74.3,-13.1,3,0.19
0.115,9.723,2.351,0.428,9.448,2.591,-0.297,0.289,-0.249,0.033,0.038,0.081,41,-7.3,-12.3,-41.1,358.4,-74.4,-11.1,3,0.19
0.419,9.139,2.32,0.423,9.455,2.569,-0.036,-0.569,-0.123,0.014,-0.118,-0.018,42,-6.7,-12,-41.5,0.4,-74.6,-9.3,3,0.19
-0.01,9.728,2.346,0.396,9.47,2.514,-0.158,0.243,-0.208,-0.057,-0.335,0.124,42,-7.1,-11.4,-41.5,0.7,-74.7,-9.1,3,0.19
0.414,10.338,2.773,0.454,9.481,2.463,-0.063,0.855,0.323,0.152,-0.431,0.172,42,-7.6,-11.5,-41.8,0.4,-75.2,-10.4,3,0.19
0.565,9.766,3.915,0.624,9.479,2.436,0.333,0.1,1.362,0.069,-0.352,0.22,42,-9,-11.5,-41.3,359.8,-75.2,-12.6,3,0.19
0.809,8.629,4.049,0.838,9.434,2.544,0.153,-0.655,1.166,-0.217,-0.289,0.078,34,-10,-11.2,-42.2,357,-75,-16.1,3,0.19
2.995,9.524,2.239,0.995,9.418,2.548,2.03,0.286,0.189,-0.152,-0.132,0.014,34,-11,-11,-41.9,354.3,-73.8,-19.7,3,0.19
0.764,9.319,1.441,1.149,9.398,2.554,-0.202,0.098,-1.098,0.369,0.264,0.237,37,-11.7,-11.6,-42.1,350.6,-73.4,-24.2,3,0.19
1.14,9.204,1.698,1.273,9.389,2.528,-0.14,0.006,-1.168,0.176,0.373,0.029,37,-11.6,-11.9,-41.8,347.8,-73.4,-26.7,3,0.19
1.707,9.18,3.749,1.261,9.379,2.572,0.446,-0.199,1.177,-0.007,0.503,0.114,34,-10,-12,-43.4,344.8,-73.3,-26.5,3,0.19
1.647,9.393,2.756,1.31,9.377,2.556,0.627,-0.321,-0.234,0.099,0.469,0.268,33,-8.3,-12.7,-45.1,342.3,-73.1,-26,3,0.19
0.881,9.747,1.975,1.221,9.408,2.484,-0.311,0.303,-0.391,0.099,1.02,0.202,33,-5.3,-12.6,-43.7,337.2,-73.4,-26.6,3,0.19
1.647,9.563,1.535,1.264,9.411,2.449,0.38,0.147,-0.896,0.333,1.12,0.303,29,-1,-12.9,-44.3,334.5,-73.4,-26.3,3,0.19
0.328,9.263,3.261,1.307,9.372,2.574,-0.655,-0.164,0.656,0.121,0.979,0.534,29,1.3,-14,-43.7,328.8,-73.8,-27.5,3,0.19
0.546,9.486,3.376,0.588,9.337,2.939,-0.032,0.171,0.407,0.179,0.154,-0.061,41,5.7,-33.7,16.1,185.6,-72.2,-11.8,3,0.19
-0.275,8.605,4.686,0.577,9.327,2.973,-0.724,-0.513,1.796,0.094,0.246,0.203,41,5.2,-33.7,16.1,184.2,-72.4,-10.7,3,0.19
0.438,8.832,3.328,0.722,9.284,3.074,-0.181,-0.502,0.307,-0.168,0.153,0.353,42,4.1,-33.5,15.6,181.8,-72,-11.1,3,0.19
0.062,9.055,4.585,0.728,9.241,3.202,-0.624,-0.212,1.288,-0.095,0.227,0.1,42,3.5,-33.9,14.7,181,-71.2,-13.2,3,0.19
0.045,9.563,3.031,0.553,9.234,3.256,-0.37,0.189,-0.339,0.033,0.111,0.008,40,3.4,-33.8,14.8,180.3,-70,-10.9,3,0.19
0.503,8.883,3.232,0.53,9.221,3.296,-0.027,-0.336,-0.069,0.091,-0.116,0.012,40,3.4,-34.1,14.6,181.3,-70.3,-9.8,3,0.19
0.603,9.115,3.733,0.569,9.215,3.305,0.023,-0.102,0.435,-0.004,-0.362,-0.04,38,3.1,-33.5,14.9,183.5,-70.1,-9.1,3,0.19
1.247,9.785,3.919,0.744,9.238,3.206,0.69,0.588,0.61,0.033,-0.648,0.015,38,5.6,-33.2,14.9,186.5,-70.4,-11.1,3,0.19
0.338,9.752,3.939,0.845,9.258,3.121,-0.153,-0.105,0.138,0.1,-0.548,0.057,37,5.6,-33.4,16.6,182.2,-70.5,-13.9,3,0.19
1.686,8.445,2.495,0.995,9.242,3.126,0.537,-0.507,-0.969,-0.029,-0.521,-0.093,37,6.8,-34.1,16.2,184.1,-70.4,-17.2,3,0.19
0.242,8.387,5.224,0.979,9.162,3.357,-1.006,-0.665,1.87,-0.372,-0.746,-0.408,37,8.2,-33.7,14.7,186.6,-69.7,-17.3,3,0.19
1.547,9.326,4.286,1.073,9.109,3.469,0.328,0.221,0.888,-0.341,-0.444,-0.07,35,10.3,-33.2,13.8,192.2,-69.4,-15.9,3,0.19
1.13,8.241,3.836,1.256,8.972,3.754,-0.03,-0.803,-0.055,-0.266,-0.487,0.055,35,11.5,-32.8,11.9,194.3,-66.8,-18,3,0.19
1.252,8.923,3.819,1.234,8.948,3.818,0.092,-0.066,-0.073,-0.072,-0.213,-0.094,34,12.3,-34.2,10.4,197.8,-65.9,-17.9,3,0.19
1.137,9.122,3.919,1.209,8.978,3.755,-0.237,0.484,-0.207,-0.096,0.218,0.287,34,13.8,-34.9,8.4,202.2,-65.9,-17.7,3,0.19
1.985,8.342,4.487,1.299,8.923,3.854,0.552,-0.393,0.697,0.111,0.423,0.243,31,10.6,-34.3,11.7,193.4,-65.5,-18.6,3,0.19
-0.084,9.22,3.493,0.539,9.409,2.713,-0.562,-0.215,0.909,0.011,0.166,0.123,38,-0.4,-12.8,-46.3,349.2,-73.9,-10.8,3,0.19
-0.026,9.405,3.388,0.51,9.358,2.889,-0.296,-0.482,1.383,0.045,0.028,-0.071,35,-0.8,-12.7,-45.9,349.1,-72.7,-10.7,3,0.19
0.663,9.213,2.988,0.485,9.35,2.918,0.173,-0.241,0.069,-0.06,-0.071,0.113,35,-1.3,-12.5,-44.5,351.1,-72.5,-9,3,0.19
0.33,9.108,2.658,0.583,9.365,2.85,-0.231,-0.222,-0.147,-0.008,-0.247,0,31,-1.6,-11.4,-45.5,350.2,-72.7,-11.2,3,0.19
0.412,9.63,2.308,0.627,9.392,2.752,-0.052,0.363,-0.911,-0.067,-0.289,-0.01,31,-3.3,-11.8,-44.8,350.3,-73.1,-12.4,3,0.19
0.46,9.457,3.002,0.715,9.37,2.805,-0.234,-0.178,0.36,0.084,-0.517,-0.123,32,-4.7,-11.3,-44.5,351,-73.1,-13.2,3,0.19
1.257,8.842,4.063,0.891,9.322,2.911,0.496,-0.435,0.973,-0.345,-0.663,0.13,32,-6.1,-11.6,-44.5,350.5,-72.5,-15.9,3,0.19
1.456,8.536,4.07,1.022,9.301,2.935,0.309,-0.497,0.97,-0.272,-0.455,0.057,32,-8.2,-10.3,-45.3,350.1,-71.7,-17.6,3,0.19
0.994,9.364,2.859,1.129,9.248,3.062,0.058,0.068,-0.169,0.046,-0.216,0.184,32,-9.5,-10.3,-44.5,352.3,-70.6,-19.5,3,0.19
1.568,9.237,3.06,1.363,9.174,3.186,0.706,-0.078,-0.438,-0.013,-0.019,-0.105,38,-10.4,-9.5,-45.6,349.2,-70.3,-21.7,3,0.19
1.281,9.283,3.639,1.321,9.204,3.116,-0.056,0.191,-0.054,-0.149,0.197,0.061,44,-10.9,-8.2,-46.4,349.2,-69.8,-23,3,0.19
1.58,9.654,2.021,1.217,9.249,3.025,0.148,0.522,-0.751,0.311,0.686,-0.068,44,-9.2,-9.5,-46.3,349,-69.7,-23,3,0.19
1.7,9.733,0.941,1.102,9.554,1.918,0.548,0.387,-0.91,0.169,0.048,-0.065,43,3.5,-31.3,19.7,167.9,-76.3,-27.5,3,0.19
1.123,10.42,2.749,1.117,9.563,1.865,-0.038,0.886,0.957,0.028,-0.022,-0.216,43,3.3,-31.6,18.9,163.2,-77.1,-31.5,3,0.19
0.615,10.336,2.291,0.993,9.58,1.849,-0.459,0.795,1.166,0.223,-0.236,-0.087,42,4.1,-31.3,20,167.6,-77.4,-30.2,3,0.19
0.79,9.726,2.236,1.063,9.596,1.717,-0.244,0.129,0.503,0.085,-0.156,0.118,42,5.4,-31.1,18,168.7,-78.1,-30.5,3,0.19
0.014,9.364,2.569,1.111,9.606,1.63,-1.134,-0.287,1.03,0.185,-0.012,0.046,42,6.1,-31.1,18.2,169,-78.2,-32.9,3,0.19
0.371,9.275,2.734,1.162,9.58,1.745,-0.752,-0.306,0.897,-0.018,0.185,0.002,41,5.5,-30.4,17.9,166.9,-78,-35.6,3,0.19
0.175,9.22,3.453,0.886,9.511,2.219,-0.67,-0.331,1.156,-0.048,-0.051,-0.163,41,4.7,-31,18.8,171.8,-77.2,-29.4,3,0.19
0.52,9.383,1.915,0.654,9.527,2.232,0.219,-0.283,-0.138,0.056,-0.054,-0.084,38,5.5,-30.7,20.4,178.4,-76.1,-16.9,3,0.19
0.304,9.68,2.545,0.578,9.54,2.196,-0.23,0.094,0.439,0.191,0.015,-0.051,38,5.3,-30.5,20.3,179.5,-76.6,-14.7,3,0.19
0.831,9.129,2.071,0.655,9.543,2.163,0.341,-0.499,-0.163,-0.019,-0.41,-0.017,37,5.6,-31.2,19.7,180.5,-76.8,-16.1,3,0.19
1.872,9.034,2.078,0.929,9.503,2.235,1.174,-0.774,-0.355,-0.455,-0.631,0.223,37,7,-30.1,19.8,177.5,-75.7,-22.6,3,0.19
0.005,10.621,1.401,0.762,9.555,2.072,-0.884,1.066,-0.597,0.232,0.086,-0.19,36,7.5,-30.3,19.6,179.4,-76.5,-21,3,0.19
0.024,9.489,3.508,0.672,9.519,2.26,-0.595,-0.066,1.408,-0.021,-0.341,-0.199,33,7.3,-31.2,19.7,182.1,-76.1,-16.6,3,0.19
1.484,10.075,3.438,0.557,9.498,2.378,0.726,0.762,1.029,-0.239,-0.415,-0.271,33,10,-30.3,19.1,188.7,-76.1,-15,3,0.19
-0.572,10.001,3.278,0.463,9.503,2.375,-1.031,0.191,1.044,-0.405,-0.333,0.131,31,9.7,-30.6,18.4,189.2,-75.6,-13.2,3,0.19
0.546,9.108,2.413,0.582,9.44,2.591,-0.021,-0.33,-0.161,0.08,0.032,-0.014,31,9.3,-30.5,17.5,191.1,-74.4,-12.5,3,0.19
0.845,9.378,2.854,0.54,9.45,2.566,0.154,0.266,-0.315,-0.226,0.304,0.136,29,10.9,-30.6,16.1,195,-74.5,-12.4,3,0.19
0.632,9.733,2.44,0.565,9.423,2.656,0.002,0.391,0.117,0.032,0.225,0.147,29,9.4,-31.6,18.2,190.4,-73.9,-11.9,3,0.19
0.515,9.714,2.526,0.428,9.516,2.329,0.051,0.223,-0.021,0.025,0.041,-0.094,42,-6.7,-12.1,-41.3,359,-75.4,-10.3,3,0.19
0.194,10.638,1.757,0.322,9.547,2.219,-0.051,1.084,-0.443,0.026,0.162,-0.086,43,-6.5,-12.8,-41.7,1.3,-76.8,-8.3,3,0.19
0.371,10.269,2.617,0.246,9.549,2.221,-0.115,1.197,0.448,0.09,-0.013,0.065,47,-6.7,-12.4,-41,1.7,-76.8,-6.8,3,0.19
-0.445,9.204,4.154,0.201,9.457,2.589,-0.51,-0.586,1.064,0.232,0.074,0.054,47,-6.6,-11.9,-41.6,5.7,-74.6,-4.4,3,0.19
0.005,8.425,3.055,0.198,9.419,2.721,-0.189,-1.008,0.348,0.009,0.074,0.154,49,-6.9,-12.5,-41,7.2,-74.1,-3.4,3,0.19
-0.192,8.725,4.233,0.2,9.352,2.945,-0.332,-0.723,1.394,-0.157,-0.001,-0.092,49,-4.7,-11.3,-44.6,2.8,-72.5,-3.9,3,0.19
-0.493,9.884,2.782,-0.034,9.329,3.022,-0.466,0.547,-0.242,0.009,0.037,-0.09,55,-4.4,-10.8,-43.9,5.5,-71.9,-1.7,3,0.19
-0.218,9.484,3.532,-0.022,9.314,3.068,-0.186,0.167,0.456,0.008,-0.026,0.103,55,-5.9,-10.3,-42.2,9.7,-71.8,0.4,3,0.19
-0.115,9.383,2.868,0.016,9.317,3.059,-0.117,0.042,-0.208,-0.002,-0.156,0.119,78,-6.1,-11.6,-42.5,9.4,-71.7,0.1,3,0.19
-0.053,9.122,2.579,0.094,9.33,3.018,-0.209,-0.28,-0.258,0.171,-0.188,-0.004,78,-6.9,-10.6,-42.4,8,-71.8,-0.9,3,0.19
-0.026,9.445,3.043,0.211,9.336,2.993,0.129,0.281,-0.326,0.012,-0.365,0.048,91,-6.9,-11.2,-42.9,7,-72.2,-3.1,3,0.19
0.06,9.302,4.044,0.285,9.302,3.091,0.577,-0.236,-0.17,0.048,-0.262,-0.227,47,-9.1,-10.1,-44.2,4.3,-72,-5.3,3,0.19
2.138,8.351,2.722,0.48,9.261,3.19,1.304,-0.55,-0.959,-0.809,-0.421,-0.048,47,-10.3,-10.2,-43,7.5,-71.6,-6.5,3,0.19
0.086,9.963,2.564,0.471,9.185,3.404,0.377,0.426,-0.183,-0.178,-0.125,0.01,52,-11.7,-8.8,-44.3,8,-69.1,-8.3,3,0.19
0.419,10.092,2.557,0.619,9.443,2.572,-0.2,0.649,-0.015,0.01,0.222,-0.078,43,4,-32.6,17.1,179.5,-74.1,-13.9,3,0.19
0.395,10.329,3.12,0.522,9.456,2.546,0.043,0.894,0.098,0.037,0.195,-0.115,43,3.7,-33.4,17.9,177.9,-74.4,-13.2,3,0.19
0.594,9.491,3.057,0.435,9.434,2.641,0.176,-0.07,0.546,0.09,0.221,-0.146,45,3.4,-32.9,17.2,180.4,-74.2,-9.3,3,0.19
-0.223,9.41,4.662,0.374,9.372,2.862,-0.472,-0.099,1.752,-0.079,0.152,-0.009,45,3.7,-33.2,16.6,183.5,-73.5,-8,3,0.19
-0.036,8.971,3.213,0.38,9.36,2.9,-0.416,-0.389,0.313,0.019,-0.071,0.268,46,3.5,-34,16.7,183.8,-72.6,-7.5,3,0.19
-0.29,9.017,4.846,0.425,9.258,3.205,-0.593,-0.345,1.687,-0.215,0.222,0.096,46,1.8,-34,17.6,178.8,-71.9,-8.2,3,0.19
-0.237,9.077,2.959,0.36,9.193,3.395,-0.465,-0.315,-0.106,0.18,0.021,-0.158,41,2.8,-33.8,14.3,177.7,-69.9,-7.3,3,0.19
-0.01,9.01,3.788,0.261,9.198,3.39,-0.247,-0.189,0.395,0.019,-0.081,-0.047,41,2.8,-34.4,14.6,184,-69.8,-4.5,3,0.19
0.369,8.694,3.29,0.234,9.166,3.479,-0.203,-0.304,0.299,0.047,-0.406,0.025,41,2.8,-34.1,14.5,184.2,-69.7,-4,3,0.19
0.321,9.115,3.625,0.333,9.169,3.461,0.09,-0.081,0.379,-0.05,-0.371,-0.026,41,3.8,-33.8,16.1,185.5,-69.4,-4.9,3,0.19
0.599,9.235,4.377,0.497,9.114,3.585,0.084,0.397,0.642,0.171,-0.648,-0.345,41,5.2,-32.7,15,187.1,-68.9,-6.5,3,0.19
0.426,8.679,6.196,0.6,9.058,3.71,-0.033,-0.541,0.944,-0.282,-1.134,-0.318,39,6.9,-32.8,15.5,188.8,-67.5,-9.2,3,0.19
1.398,8.119,3.886,0.589,9.101,3.604,0.328,-0.683,0.624,0.008,-0.757,0.227,39,9.4,-34.1,13.9,191.9,-67,-9.3,3,0.19
0.917,9.228,3.915,0.677,9.086,3.628,0.551,0.02,-0.097,0.404,-0.278,-0.098,34,9.9,-33.8,12.4,192.8,-67.6,-10.9,3,0.19
0.51,9.718,2.409,0.238,9.374,2.871,0.34,0.335,-0.56,0.027,-0.04,-0.081,42,1.3,-10.4,-42.4,353.2,-72.7,-4.6,3,0.19
0.182,9.747,2.955,0.229,9.41,2.751,-0.082,0.537,0.365,0.014,0.038,-0.113,42,0.4,-8.9,-42.2,352.9,-73.2,-4.9,3,0.19
-0.192,9.891,3.965,0.136,9.39,2.825,-0.306,0.537,0.949,0.052,-0.018,-0.079,43,1,-9.7,-42.5,354.7,-73.5,-3.3,3,0.19
0.129,9.33,4.36,0.171,9.314,3.064,0.129,-0.269,1.392,-0.078,-0.05,0.165,43,1.2,-9.4,-42.7,355.8,-73,-2.4,3,0.19
-0.692,8.703,4.142,0.128,9.171,3.471,-0.839,-0.382,0.626,0.163,-0.07,0.212,46,0.8,-8.9,-43.1,355.2,-70,-2.8,3,0.19
0.17,8.749,3.067,0.172,9.154,3.514,-0.184,-0.326,-0.181,-0.134,0.007,-0.039,46,-0.5,-8.4,-42.8,356.7,-69.1,-2.9,3,0.19
-0.35,9.374,4.077,0.003,9.118,3.611,-0.33,0.256,0.467,0.065,-0.175,-0.277,53,-0.2,-8.2,-43.2,360,-68.4,0,3,0.19
-0.036,8.964,2.962,-0.165,9.148,3.529,0.26,-0.212,-0.545,0.268,-0.322,-0.341,74,-0.9,-8.8,-43.3,2,-68.5,1.7,3,0.19
-0.433,9.374,3.35,-0.324,9.225,3.311,0.032,0.094,0.373,0.099,-0.536,-0.214,74,-1.3,-9.5,-42.2,7.9,-70,5.4,3,0.19
0.244,9.163,3.651,-0.288,9.26,3.217,0.505,-0.075,0.288,0.218,-0.893,-0.317,36,-4.3,-9.5,-43.5,10.8,-70.3,5.4,3,0.19
0.505,9.45,3.455,-0.288,9.33,3.006,0.652,0.127,0.842,0.118,-1.519,-0.488,36,-7.2,-11.2,-43.7,16.8,-71.9,5.7,3,0.19
0.491,8.739,3.766,-0.173,9.327,3.025,0.774,-0.597,0.584,0.053,-1.949,-0.635,35,-13.7,-11,-40.7,23.2,-72.1,4,3,0.19
-0.713,9.055,3.18,-0.22,9.373,2.877,-0.482,-0.387,0.341,0.336,-1.92,-0.458,35,-20,-13.9,-36.7,38.2,-72.7,4.9,3,0.19
-1.075,9.196,2.521,-0.207,9.43,2.683,-0.899,-0.047,-0.517,0.587,-1.492,-0.408,82,-24.2,-14.9,-32.5,46.7,-73.3,4,3,0.19
-1.353,10.207,2.878,-0.107,9.419,2.729,-1.134,0.75,0.16,0.004,-0.959,-0.093,82,-26.8,-16.6,-29,50.7,-74.3,3.7,3,0.19
-0.661,9.342,2.129,-0.021,9.381,2.857,-0.475,-0.063,-0.628,-0.211,-0.867,-0.045,30,-29.6,-17,-24.2,59.8,-73.4,1,3,0.19
-1.044,9.903,1.987,-0.072,9.384,2.847,-1.256,0.828,-1.188,-0.115,-0.238,0.001,30,-30.9,-16.1,-22.6,61.5,-73,0.7,3,0.19
0.601,8.782,0.716,0.014,9.355,2.941,0.587,-0.573,-2.225,-0.242,-0.316,-0.21,30,-31.6,-16.4,-22.2,62.7,-72.7,-0.4,3,0.19
-1.377,9.402,4.815,-0.303,9.499,2.419,-1.284,-0.084,2.24,0.047,0.356,-0.159,34,7,-32.2,16.4,196.7,-75.7,4,3,0.19
0.132,9.048,1.492,-0.238,9.542,2.251,0.621,-0.712,-0.604,0.16,-0.043,0.429,34,6.5,-31,17.8,200.1,-76.6,8.7,3,0.19
