ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.6704,2.0877,8.4467,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36810,2018-07-07 14:54:18:287
0.6704,2.0877,8.4467,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36833,2018-07-07 14:54:18:310
0.6704,2.0877,8.4467,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36857,2018-07-07 14:54:18:334
0.7661,2.7294,8.9639,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36881,2018-07-07 14:54:18:358
0.7661,2.7294,8.9639,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36906,2018-07-07 14:54:18:383
0.7661,2.7294,8.9639,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36929,2018-07-07 14:54:18:406
0.7661,2.7294,8.9639,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36953,2018-07-07 14:54:18:430
0.7661,2.7294,8.9639,-29.82,-10.14,-7.08,103.07,-16.88,-4.89,36977,2018-07-07 14:54:18:454
0.9673,3.2178,9.1267,-29.82,-10.14,-7.08,103.07,-16.88,-4.89,37001,2018-07-07 14:54:18:478
0.9673,3.2178,9.1267,-29.82,-10.14,-7.08,103.07,-16.88,-4.89,37025,2018-07-07 14:54:18:502
0.9673,3.2178,9.1267,-29.82,-10.14,-7.08,103.07,-16.88,-4.89,37050,2018-07-07 14:54:18:527
0.9673,3.2178,9.1267,-29.82,-10.14,-7.08,103.07,-16.88,-4.89,37074,2018-07-07 14:54:18:551
0.9673,3.2178,9.1267,-29.82,-10.14,-7.08,103.07,-16.88,-4.89,37097,2018-07-07 14:54:18:574
0.7949,3.3136,10.1227,-29.82,-10.14,-7.08,103.07,-16.88,-4.89,37121,2018-07-07 14:54:18:598
0.7949,3.3136,10.1227,-29.82,-10.14,-7.08,103.07,-16.88,-4.89,37146,2018-07-07 14:54:18:623
0.7949,3.3136,10.1227,-29.64,-9.3,-7.32,100.92,-18.07,-4.49,37169,2018-07-07 14:54:18:646
0.7949,3.3136,10.1227,-29.64,-9.3,-7.32,100.92,-18.07,-4.49,37194,2018-07-07 14:54:18:671
0.7949,3.3136,10.1227,-29.64,-9.3,-7.32,100.92,-18.07,-4.49,37218,2018-07-07 14:54:18:695
1.5036,1.9632,10.8888,-29.64,-9.3,-7.32,100.92,-18.07,-4.49,37241,2018-07-07 14:54:18:718
1.5036,1.9632,10.8888,-29.64,-9.3,-7.32,100.92,-18.07,-4.49,37265,2018-07-07 14:54:18:742
1.5036,1.9632,10.8888,-29.64,-9.3,-7.32,100.92,-18.07,-4.49,37290,2018-07-07 14:54:18:767
1.5036,1.9632,10.8888,-29.64,-9.3,-7.32,100.92,-18.07,-4.49,37313,2018-07-07 14:54:18:790
1.5036,1.9632,10.8888,-29.64,-9.3,-7.32,100.92,-18.07,-4.49,37338,2018-07-07 14:54:18:815
1.8579,1.7813,9.7875,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37361,2018-07-07 14:54:18:838
1.8579,1.7813,9.7875,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37386,2018-07-07 14:54:18:863
1.8579,1.7813,9.7875,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37409,2018-07-07 14:54:18:886
1.8579,1.7813,9.7875,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37434,2018-07-07 14:54:18:911
1.8579,1.7813,9.7875,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37457,2018-07-07 14:54:18:934
1.1301,2.5474,8.2361,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37482,2018-07-07 14:54:18:959
1.1301,2.5474,8.2361,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37505,2018-07-07 14:54:18:982
1.1301,2.5474,8.2361,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37530,2018-07-07 14:54:19:007
1.1301,2.5474,8.2361,-29.34,-8.28,-6.66,101.87,-10.14,-10.75,37554,2018-07-07 14:54:19:031
1.1301,2.5474,8.2361,-29.16,-7.32,-6.72,97.19,-17.04,-7.81,37578,2018-07-07 14:54:19:055
1.2067,2.9113,9.596,-29.16,-7.32,-6.72,97.19,-17.04,-7.81,37601,2018-07-07 14:54:19:078
1.2067,2.9113,9.596,-29.16,-7.32,-6.72,97.19,-17.04,-7.81,37626,2018-07-07 14:54:19:103
1.2067,2.9113,9.596,-29.16,-7.32,-6.72,97.19,-17.04,-7.81,37649,2018-07-07 14:54:19:126
1.2067,2.9113,9.596,-29.16,-7.32,-6.72,97.19,-17.04,-7.81,37674,2018-07-07 14:54:19:151
1.2067,2.9113,9.596,-29.16,-7.32,-6.72,97.19,-17.04,-7.81,37698,2018-07-07 14:54:19:175
1.0439,3.3806,8.9926,-29.16,-7.32,-6.72,97.19,-17.04,-7.81,37722,2018-07-07 14:54:19:199
1.0439,3.3806,8.9926,-29.16,-7.32,-6.72,97.19,-17.04,-7.81,37746,2018-07-07 14:54:19:223
1.0439,3.3806,8.9926,-28.92,-6.96,-6.72,96.03,-20.48,-6.62,37770,2018-07-07 14:54:19:247
0.9098,3.3327,11.406,-28.92,-6.96,-6.72,96.03,-20.48,-6.62,37794,2018-07-07 14:54:19:271
0.9098,3.3327,11.406,-28.92,-6.96,-6.72,96.03,-20.48,-6.62,37817,2018-07-07 14:54:19:294
0.9098,3.3327,11.406,-28.92,-6.96,-6.72,96.03,-20.48,-6.62,37842,2018-07-07 14:54:19:319
0.9098,3.3327,11.406,-28.92,-6.96,-6.72,96.03,-20.48,-6.62,37866,2018-07-07 14:54:19:343
0.9098,3.3327,11.406,-28.92,-6.96,-6.72,96.03,-20.48,-6.62,37890,2018-07-07 14:54:19:367
0.8332,2.1452,11.9327,-28.92,-6.96,-6.72,96.03,-20.48,-6.62,37913,2018-07-07 14:54:19:390
0.8332,2.1452,11.9327,-28.92,-6.96,-6.72,96.03,-20.48,-6.62,37937,2018-07-07 14:54:19:414
0.8332,2.1452,11.9327,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,37961,2018-07-07 14:54:19:438
-0.182,1.8292,6.2441,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,37985,2018-07-07 14:54:19:462
-0.182,1.8292,6.2441,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,38009,2018-07-07 14:54:19:486
-0.182,1.8292,6.2441,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,38033,2018-07-07 14:54:19:510
-0.182,1.8292,6.2441,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,38058,2018-07-07 14:54:19:535
-0.182,1.8292,6.2441,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,38082,2018-07-07 14:54:19:559
1.0151,2.3559,10.7739,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,38106,2018-07-07 14:54:19:583
1.0151,2.3559,10.7739,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,38129,2018-07-07 14:54:19:606
1.0151,2.3559,10.7739,-28.56,-7.2,-6.66,100.56,-10.17,-3.99,38153,2018-07-07 14:54:19:630
1.0151,2.3559,10.7739,-28.38,-7.5,-6.96,100.0,-12.28,-5.38,38177,2018-07-07 14:54:19:654
1.0151,2.3559,10.7739,-28.38,-7.5,-6.96,100.0,-12.28,-5.38,38201,2018-07-07 14:54:19:678
1.1109,2.806,8.0541,-28.38,-7.5,-6.96,100.0,-12.28,-5.38,38225,2018-07-07 14:54:19:702
1.1109,2.806,8.0541,-28.38,-7.5,-6.96,100.0,-12.28,-5.38,38249,2018-07-07 14:54:19:726
1.1109,2.806,8.0541,-28.38,-7.5,-6.96,100.0,-12.28,-5.38,38273,2018-07-07 14:54:19:750
1.1109,2.806,8.0541,-28.38,-7.5,-6.96,100.0,-12.28,-5.38,38297,2018-07-07 14:54:19:774
1.1109,2.806,8.0541,-28.38,-7.5,-6.96,100.0,-12.28,-5.38,38321,2018-07-07 14:54:19:798
1.1013,3.1891,8.6766,-28.38,-7.5,-6.96,100.0,-12.28,-5.38,38345,2018-07-07 14:54:19:822
1.1013,3.1891,8.6766,-28.44,-7.32,-6.78,96.34,-20.03,-7.23,38369,2018-07-07 14:54:19:846
1.1013,3.1891,8.6766,-28.44,-7.32,-6.78,96.34,-20.03,-7.23,38393,2018-07-07 14:54:19:870
1.4748,3.1125,10.0461,-28.44,-7.32,-6.78,96.34,-20.03,-7.23,38448,2018-07-07 14:54:19:925
1.4748,3.1125,10.0461,-28.44,-7.32,-6.78,96.34,-20.03,-7.23,38449,2018-07-07 14:54:19:926
1.4748,3.1125,10.0461,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38465,2018-07-07 14:54:19:942
1.4748,3.1125,10.0461,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38489,2018-07-07 14:54:19:966
1.4748,3.1125,10.0461,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38513,2018-07-07 14:54:19:990
1.4748,3.1125,10.0461,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38537,2018-07-07 14:54:20:014
1.4748,3.1125,10.0461,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38562,2018-07-07 14:54:20:039
1.8866,2.2601,11.3868,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38585,2018-07-07 14:54:20:062
1.8866,2.2601,11.3868,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38610,2018-07-07 14:54:20:087
1.8866,2.2601,11.3868,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38633,2018-07-07 14:54:20:110
1.8866,2.2601,11.3868,-28.44,-6.78,-6.48,96.34,-20.03,-7.23,38658,2018-07-07 14:54:20:135
1.9441,1.6568,9.3278,-28.62,-5.94,-6.72,97.57,-11.08,-9.41,38682,2018-07-07 14:54:20:159
1.9441,1.6568,9.3278,-28.62,-5.94,-6.72,97.57,-11.08,-9.41,38706,2018-07-07 14:54:20:183
1.9441,1.6568,9.3278,-28.62,-5.94,-6.72,97.57,-11.08,-9.41,38730,2018-07-07 14:54:20:207
1.9441,1.6568,9.3278,-28.62,-5.94,-6.72,97.57,-11.08,-9.41,38753,2018-07-07 14:54:20:230
1.9441,1.6568,9.3278,-28.62,-5.94,-6.72,97.57,-11.08,-9.41,38778,2018-07-07 14:54:20:255
1.1013,2.1069,8.2361,-28.62,-5.94,-6.72,97.57,-11.08,-9.41,38801,2018-07-07 14:54:20:278
1.1013,2.1069,8.2361,-28.62,-5.94,-6.72,97.57,-11.08,-9.41,38825,2018-07-07 14:54:20:302
1.1013,2.1069,8.2361,-28.62,-5.94,-6.72,97.57,-11.08,-9.41,38849,2018-07-07 14:54:20:326
1.1013,2.1069,8.2361,-29.34,-4.98,-6.72,94.52,-14.23,-7.62,38873,2018-07-07 14:54:20:350
1.1013,2.1069,8.2361,-29.34,-4.98,-6.72,94.52,-14.23,-7.62,38898,2018-07-07 14:54:20:375
1.2163,2.624,9.2703,-29.34,-4.98,-6.72,94.52,-14.23,-7.62,38922,2018-07-07 14:54:20:399
1.2163,2.624,9.2703,-29.34,-4.98,-6.72,94.52,-14.23,-7.62,38945,2018-07-07 14:54:20:422
1.2163,2.624,9.2703,-29.34,-4.98,-6.72,94.52,-14.23,-7.62,38969,2018-07-07 14:54:20:446
1.2163,2.624,9.2703,-29.34,-4.98,-6.72,94.52,-14.23,-7.62,38993,2018-07-07 14:54:20:470
1.2163,2.624,9.2703,-29.34,-4.98,-6.72,94.52,-14.23,-7.62,39017,2018-07-07 14:54:20:494
1.3791,2.8826,9.3853,-29.34,-4.98,-6.72,94.52,-14.23,-7.62,39041,2018-07-07 14:54:20:518
1.3791,2.8826,9.3853,-29.7,-5.1,-7.08,93.0,-16.9,-8.36,39065,2018-07-07 14:54:20:542
1.3791,2.8826,9.3853,-29.7,-5.1,-7.08,93.0,-16.9,-8.36,39090,2018-07-07 14:54:20:567
1.3791,2.8826,9.3853,-29.7,-5.1,-7.08,93.0,-16.9,-8.36,39114,2018-07-07 14:54:20:591
1.3791,2.8826,9.3853,-29.7,-5.1,-7.08,93.0,-16.9,-8.36,39137,2018-07-07 14:54:20:614
1.4653,3.0646,10.8697,-29.7,-5.1,-7.08,93.0,-16.9,-8.36,39161,2018-07-07 14:54:20:638
1.4653,3.0646,10.8697,-29.82,-5.46,-7.26,93.0,-16.9,-8.36,39186,2018-07-07 14:54:20:663
1.4653,3.0646,10.8697,-29.82,-5.46,-7.26,93.0,-16.9,-8.36,39209,2018-07-07 14:54:20:686
1.4653,3.0646,10.8697,-29.82,-5.46,-7.26,93.0,-16.9,-8.36,39233,2018-07-07 14:54:20:710
1.4653,3.0646,10.8697,-29.82,-5.46,-7.26,93.0,-16.9,-8.36,39257,2018-07-07 14:54:20:734
-0.316,1.3216,10.1131,-29.82,-5.46,-7.26,93.0,-16.9,-8.36,39282,2018-07-07 14:54:20:759
-0.316,1.3216,10.1131,-29.82,-5.46,-7.26,93.0,-16.9,-8.36,39305,2018-07-07 14:54:20:782
-0.316,1.3216,10.1131,-29.82,-5.46,-7.26,93.0,-16.9,-8.36,39329,2018-07-07 14:54:20:806
-0.316,1.3216,10.1131,-29.82,-5.46,-7.26,93.0,-16.9,-8.36,39353,2018-07-07 14:54:20:830
-0.316,1.3216,10.1131,-30.36,-6.48,-7.68,99.45,-7.44,1.79,39377,2018-07-07 14:54:20:854
0.2394,1.1875,10.8122,-30.36,-6.48,-7.68,99.45,-7.44,1.79,39401,2018-07-07 14:54:20:878
0.2394,1.1875,10.8122,-30.36,-6.48,-7.68,99.45,-7.44,1.79,39425,2018-07-07 14:54:20:902
0.2394,1.1875,10.8122,-30.36,-6.48,-7.68,99.45,-7.44,1.79,39449,2018-07-07 14:54:20:926
0.2394,1.1875,10.8122,-30.36,-6.48,-7.68,99.45,-7.44,1.79,39473,2018-07-07 14:54:20:950
0.2394,1.1875,10.8122,-30.36,-6.48,-7.68,99.45,-7.44,1.79,39498,2018-07-07 14:54:20:975
0.996,2.1165,8.102,-30.36,-6.48,-7.68,99.45,-7.44,1.79,39522,2018-07-07 14:54:20:999
0.996,2.1165,8.102,-30.36,-6.48,-7.68,99.45,-7.44,1.79,39545,2018-07-07 14:54:21:022
0.996,2.1165,8.102,-30.72,-7.14,-8.22,97.33,-14.54,-7.01,39569,2018-07-07 14:54:21:046
0.996,2.1165,8.102,-30.72,-7.14,-8.22,97.33,-14.54,-7.01,39593,2018-07-07 14:54:21:070
0.996,2.1165,8.102,-30.72,-7.14,-8.22,97.33,-14.54,-7.01,39617,2018-07-07 14:54:21:094
1.063,2.7964,9.3087,-30.72,-7.14,-8.22,97.33,-14.54,-7.01,39642,2018-07-07 14:54:21:119
1.063,2.7964,9.3087,-30.72,-7.14,-8.22,97.33,-14.54,-7.01,39666,2018-07-07 14:54:21:143
1.063,2.7964,9.3087,-30.72,-7.14,-8.22,97.33,-14.54,-7.01,39689,2018-07-07 14:54:21:166
1.063,2.7964,9.3087,-30.72,-7.14,-8.22,97.33,-14.54,-7.01,39713,2018-07-07 14:54:21:190
1.063,2.7964,9.3087,-30.72,-7.14,-8.22,97.33,-14.54,-7.01,39738,2018-07-07 14:54:21:215
1.2067,2.9401,10.5345,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39762,2018-07-07 14:54:21:239
1.2067,2.9401,10.5345,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39785,2018-07-07 14:54:21:262
1.2067,2.9401,10.5345,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39809,2018-07-07 14:54:21:286
1.2067,2.9401,10.5345,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39833,2018-07-07 14:54:21:310
1.2067,2.9401,10.5345,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39857,2018-07-07 14:54:21:334
1.8483,2.6911,10.4196,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39882,2018-07-07 14:54:21:359
1.8483,2.6911,10.4196,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39905,2018-07-07 14:54:21:382
1.8483,2.6911,10.4196,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39929,2018-07-07 14:54:21:406
1.8483,2.6911,10.4196,-30.96,-6.66,-8.58,96.54,-15.5,-6.53,39953,2018-07-07 14:54:21:430
1.8483,2.6911,10.4196,-31.08,-5.88,-8.82,94.54,-14.27,-10.06,39978,2018-07-07 14:54:21:455
0.2011,1.743,8.6191,-31.08,-5.88,-8.82,94.54,-14.27,-10.06,40002,2018-07-07 14:54:21:479
0.2011,1.743,8.6191,-31.08,-5.88,-8.82,94.54,-14.27,-10.06,40025,2018-07-07 14:54:21:502
0.2011,1.743,8.6191,-31.08,-5.88,-8.82,94.54,-14.27,-10.06,40049,2018-07-07 14:54:21:526
0.2011,1.743,8.6191,-31.08,-5.88,-8.82,94.54,-14.27,-10.06,40074,2018-07-07 14:54:21:551
1.3886,2.2027,9.7396,-31.08,-5.88,-8.82,94.54,-14.27,-10.06,40098,2018-07-07 14:54:21:575
1.3886,2.2027,9.7396,-31.08,-5.88,-8.82,94.54,-14.27,-10.06,40121,2018-07-07 14:54:21:598
1.3886,2.2027,9.7396,-31.08,-5.88,-8.82,94.54,-14.27,-10.06,40145,2018-07-07 14:54:21:622
1.3886,2.2027,9.7396,-31.5,-5.7,-9.24,95.73,-12.62,-8.11,40169,2018-07-07 14:54:21:646
0.9385,2.3655,7.7189,-31.5,-5.7,-9.24,95.73,-12.62,-8.11,40194,2018-07-07 14:54:21:671
0.9385,2.3655,7.7189,-31.5,-5.7,-9.24,95.73,-12.62,-8.11,40217,2018-07-07 14:54:21:694
0.9385,2.3655,7.7189,-31.5,-5.7,-9.24,95.73,-12.62,-8.11,40241,2018-07-07 14:54:21:718
0.9385,2.3655,7.7189,-31.5,-5.7,-9.24,95.73,-12.62,-8.11,40265,2018-07-07 14:54:21:742
0.9385,2.3655,7.7189,-31.5,-5.7,-9.24,95.73,-12.62,-8.11,40289,2018-07-07 14:54:21:766
1.6089,2.7677,9.0884,-31.5,-5.7,-9.24,95.73,-12.62,-8.11,40313,2018-07-07 14:54:21:790
1.6089,2.7677,9.0884,-31.5,-5.7,-9.24,95.73,-12.62,-8.11,40338,2018-07-07 14:54:21:815
1.6089,2.7677,9.0884,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40361,2018-07-07 14:54:21:838
1.6089,2.7677,9.0884,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40386,2018-07-07 14:54:21:863
1.6089,2.7677,9.0884,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40409,2018-07-07 14:54:21:886
1.1301,3.4285,9.8258,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40433,2018-07-07 14:54:21:910
1.1301,3.4285,9.8258,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40458,2018-07-07 14:54:21:935
1.1301,3.4285,9.8258,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40481,2018-07-07 14:54:21:958
1.1301,3.4285,9.8258,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40505,2018-07-07 14:54:21:982
1.1301,3.4285,9.8258,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40530,2018-07-07 14:54:22:007
1.1779,3.6679,10.8026,-31.68,-5.64,-9.6,92.53,-16.69,-10.04,40553,2018-07-07 14:54:22:030
1.1779,3.6679,10.8026,-31.98,-6.48,-10.56,92.02,-18.65,-6.22,40577,2018-07-07 14:54:22:054
1.1779,3.6679,10.8026,-31.98,-6.48,-10.56,92.02,-18.65,-6.22,40601,2018-07-07 14:54:22:078
1.1779,3.6679,10.8026,-31.98,-6.48,-10.56,92.02,-18.65,-6.22,40625,2018-07-07 14:54:22:102
0.3831,1.3982,7.8147,-31.98,-6.48,-10.56,92.02,-18.65,-6.22,40649,2018-07-07 14:54:22:126
0.3831,1.3982,7.8147,-31.98,-6.48,-10.56,92.02,-18.65,-6.22,40673,2018-07-07 14:54:22:150
0.3831,1.3982,7.8147,-31.98,-6.48,-10.56,92.02,-18.65,-6.22,40697,2018-07-07 14:54:22:174
0.3831,1.3982,7.8147,-31.98,-6.48,-10.56,92.02,-18.65,-6.22,40721,2018-07-07 14:54:22:198
0.3831,1.3982,7.8147,-31.98,-6.48,-10.56,92.02,-18.65,-6.22,40746,2018-07-07 14:54:22:223
0.8428,2.1931,10.477,-32.64,-7.68,-10.38,100.19,-10.13,-2.81,40770,2018-07-07 14:54:22:247
0.8428,2.1931,10.477,-32.64,-7.68,-10.38,100.19,-10.13,-2.81,40794,2018-07-07 14:54:22:271
0.8428,2.1931,10.477,-32.64,-7.68,-10.38,100.19,-10.13,-2.81,40849,2018-07-07 14:54:22:326
0.8428,2.1931,10.477,-32.64,-7.68,-10.38,100.19,-10.13,-2.81,40850,2018-07-07 14:54:22:327
0.8428,2.1931,10.477,-32.64,-7.68,-10.38,100.19,-10.13,-2.81,40866,2018-07-07 14:54:22:343
1.6376,2.7581,7.6519,-32.64,-7.68,-10.38,100.19,-10.13,-2.81,40890,2018-07-07 14:54:22:367
1.6376,2.7581,7.6519,-32.64,-7.68,-10.38,100.19,-10.13,-2.81,40913,2018-07-07 14:54:22:390
1.6376,2.7581,7.6519,-32.64,-7.68,-10.38,100.19,-10.13,-2.81,40937,2018-07-07 14:54:22:414
1.6376,2.7581,7.6519,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,40962,2018-07-07 14:54:22:439
1.3024,3.1795,7.9104,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,40985,2018-07-07 14:54:22:462
1.3024,3.1795,7.9104,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,41009,2018-07-07 14:54:22:486
1.3024,3.1795,7.9104,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,41034,2018-07-07 14:54:22:511
1.3024,3.1795,7.9104,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,41057,2018-07-07 14:54:22:534
0.8619,3.5147,8.7915,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,41081,2018-07-07 14:54:22:558
0.8619,3.5147,8.7915,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,41105,2018-07-07 14:54:22:582
0.8619,3.5147,8.7915,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,41130,2018-07-07 14:54:22:607
0.8619,3.5147,8.7915,-33.18,-7.86,-10.38,93.79,-19.42,-12.08,41153,2018-07-07 14:54:22:630
0.8619,3.5147,8.7915,-33.66,-8.28,-10.14,94.4,-21.7,-5.6,41178,2018-07-07 14:54:22:655
1.4365,3.1795,10.4675,-33.66,-8.28,-10.14,94.4,-21.7,-5.6,41202,2018-07-07 14:54:22:679
1.4365,3.1795,10.4675,-33.66,-8.28,-10.14,94.4,-21.7,-5.6,41225,2018-07-07 14:54:22:702
1.4365,3.1795,10.4675,-33.66,-8.28,-10.14,94.4,-21.7,-5.6,41249,2018-07-07 14:54:22:726
1.4365,3.1795,10.4675,-33.66,-8.28,-10.14,94.4,-21.7,-5.6,41273,2018-07-07 14:54:22:750
1.4365,3.1795,10.4675,-33.66,-8.28,-10.14,94.4,-21.7,-5.6,41298,2018-07-07 14:54:22:775
1.1013,2.0686,9.0884,-33.66,-8.28,-10.14,94.4,-21.7,-5.6,41322,2018-07-07 14:54:22:799
1.1013,2.0686,9.0884,-33.66,-8.28,-10.14,94.4,-21.7,-5.6,41345,2018-07-07 14:54:22:822
1.1013,2.0686,9.0884,-34.44,-8.34,-9.24,98.59,-12.73,-6.91,41369,2018-07-07 14:54:22:846
1.1013,2.0686,9.0884,-34.44,-8.34,-9.24,98.59,-12.73,-6.91,41394,2018-07-07 14:54:22:871
1.1013,2.0686,9.0884,-34.44,-8.34,-9.24,98.59,-12.73,-6.91,41418,2018-07-07 14:54:22:895
2.375,2.2889,9.1937,-34.44,-8.34,-9.24,98.59,-12.73,-6.91,41441,2018-07-07 14:54:22:918
2.375,2.2889,9.1937,-34.44,-8.34,-9.24,98.59,-12.73,-6.91,41466,2018-07-07 14:54:22:943
2.375,2.2889,9.1937,-34.44,-8.34,-9.24,98.59,-12.73,-6.91,41490,2018-07-07 14:54:22:967
2.375,2.2889,9.1937,-34.44,-8.34,-9.24,98.59,-12.73,-6.91,41513,2018-07-07 14:54:22:990
2.375,2.2889,9.1937,-34.44,-8.34,-9.24,98.59,-12.73,-6.91,41538,2018-07-07 14:54:23:015
1.1684,2.9688,7.4029,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41561,2018-07-07 14:54:23:038
1.1684,2.9688,7.4029,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41585,2018-07-07 14:54:23:062
1.1684,2.9688,7.4029,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41610,2018-07-07 14:54:23:087
1.1684,2.9688,7.4029,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41634,2018-07-07 14:54:23:111
1.1684,2.9688,7.4029,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41657,2018-07-07 14:54:23:134
1.4461,3.4955,9.2416,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41682,2018-07-07 14:54:23:159
1.4461,3.4955,9.2416,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41706,2018-07-07 14:54:23:183
1.4461,3.4955,9.2416,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41729,2018-07-07 14:54:23:206
1.4461,3.4955,9.2416,-34.98,-8.34,-9.18,93.72,-21.61,-8.97,41754,2018-07-07 14:54:23:231
1.4461,3.4955,9.2416,-35.34,-9.42,-9.06,95.89,-20.49,-8.89,41778,2018-07-07 14:54:23:255
1.3599,3.8499,10.8409,-35.34,-9.42,-9.06,95.89,-20.49,-8.89,41802,2018-07-07 14:54:23:279
1.3599,3.8499,10.8409,-35.34,-9.42,-9.06,95.89,-20.49,-8.89,41825,2018-07-07 14:54:23:302
1.3599,3.8499,10.8409,-35.34,-9.42,-9.06,95.89,-20.49,-8.89,41850,2018-07-07 14:54:23:327
1.3599,3.8499,10.8409,-35.34,-9.42,-9.06,95.89,-20.49,-8.89,41873,2018-07-07 14:54:23:350
1.3599,3.8499,10.8409,-35.34,-9.42,-9.06,95.89,-20.49,-8.89,41897,2018-07-07 14:54:23:374
1.5514,2.7198,12.5456,-35.34,-9.42,-9.06,95.89,-20.49,-8.89,41921,2018-07-07 14:54:23:398
1.5514,2.7198,12.5456,-35.34,-9.42,-9.06,95.89,-20.49,-8.89,41945,2018-07-07 14:54:23:422
1.5514,2.7198,12.5456,-35.88,-10.08,-9.06,101.38,-12.14,-7.05,41970,2018-07-07 14:54:23:447
-0.1053,1.6376,7.7668,-35.88,-10.08,-9.06,101.38,-12.14,-7.05,41994,2018-07-07 14:54:23:471
-0.1053,1.6376,7.7668,-35.88,-10.08,-9.06,101.38,-12.14,-7.05,42017,2018-07-07 14:54:23:494
-0.1053,1.6376,7.7668,-35.88,-10.08,-9.06,101.38,-12.14,-7.05,42042,2018-07-07 14:54:23:519
-0.1053,1.6376,7.7668,-35.88,-10.08,-9.06,101.38,-12.14,-7.05,42065,2018-07-07 14:54:23:542
-0.1053,1.6376,7.7668,-35.88,-10.08,-9.06,101.38,-12.14,-7.05,42090,2018-07-07 14:54:23:567
1.5131,2.1452,8.6574,-35.88,-10.08,-9.06,101.38,-12.14,-7.05,42113,2018-07-07 14:54:23:590
1.5131,2.1452,8.6574,-35.88,-10.08,-9.06,101.38,-12.14,-7.05,42137,2018-07-07 14:54:23:614
