ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
-0.984,9.809,2.593,-0.664,9.716,1.152,-0.147,0.005,1.24,-0.087,1.233,0.367,36,26.9,-26,12.5,274.2,-82.2,33.4,3,1000,53.2,,,,NaN,,,,,0 / 0,10535,2018-08-27 12:44:27:409,0.19
0.781,8.928,0.745,-0.388,9.711,1.311,1.106,-0.73,-0.581,-0.03,1.162,0.171,31,25.7,-26.8,11.5,258.3,-82.1,20.1,3,1000,54.25,,,,NaN,,,,,0 / 0,10636,2018-08-27 12:44:27:510,0.19
0.292,9.934,1.532,-0.326,9.713,1.314,0.494,0.228,0.144,-0.281,1.143,0.265,31,23.8,-26.8,14.5,250.2,-82.2,16,3,1000,54.25,,,,NaN,,,,,0 / 0,10736,2018-08-27 12:44:27:610,0.19
0.235,10.444,2.363,-0.241,9.695,1.453,0.456,0.746,0.93,0.109,1.228,0.176,30,20.5,-27.3,19.6,228.6,-81.3,9.5,3,1000,54.25,,,,NaN,,,,,0 / 0,10835,2018-08-27 12:44:27:709,0.19
0.68,9.649,0.883,-0.16,9.7,1.436,0.876,-0.156,-0.44,0.228,0.998,0.032,30,19,-27.3,21.2,223.8,-81.4,7.3,3,1000,54.25,,,,NaN,,,,,0 / 0,10935,2018-08-27 12:44:27:809,0.19
0.347,9.453,0.876,-0.212,9.729,1.217,0.758,-0.376,-0.611,0.163,1.059,-0.207,30,16.7,-27.7,21.7,221.3,-82.6,8.4,3,1000,57.71,,,,NaN,,,,,0 / 0,11035,2018-08-27 12:44:27:909,0.19
-0.261,9.754,-0.486,-0.411,9.751,0.963,0.476,0.035,-1.638,-0.227,0.839,-0.105,29,13.4,-26.6,25.6,227.1,-83.6,19.4,3,1000,57.71,,,,NaN,,,,,0 / 0,11135,2018-08-27 12:44:28:009,0.19
-0.122,9.831,1.609,-0.393,9.737,1.096,0.247,0.149,0.492,-0.316,0.72,0.314,29,12.3,-27.1,26.2,223.2,-83.3,22.5,3,1000,57.71,,,,NaN,,,,,0 / 0,11235,2018-08-27 12:44:28:109,0.19
-1.37,9.785,2.866,-0.334,9.696,1.427,-1.04,0.096,1.264,-0.23,0.909,0.182,30,9.4,-27.8,26.2,213.2,-82.1,14.1,3,1000,57.5,,,,NaN,,,,,0 / 0,11336,2018-08-27 12:44:28:210,0.19
-0.148,9.251,2.394,-0.393,9.65,1.704,0.245,-0.398,0.691,0.005,0.547,0.219,30,5.9,-28.7,27.5,202.2,-80,13.4,3,1000,57.5,,,,NaN,,,,,0 / 0,11435,2018-08-27 12:44:28:309,0.19
-0.687,9.548,3.326,-0.461,9.619,1.852,-0.217,-0.054,1.452,-0.113,0.489,0.092,30,4,-28.8,27.8,200.3,-79.2,13.7,3,1000,57.5,,,,NaN,,,,,0 / 0,11535,2018-08-27 12:44:28:409,0.19
-0.754,9.465,3.347,-0.464,9.585,2.02,-0.315,-0.135,1.38,0.201,0.075,0.069,30,2.6,-29.2,28,196.1,-78,12.9,3,1000,59.01,,,,NaN,,,,,0 / 0,11635,2018-08-27 12:44:28:509,0.19
-0.395,9.843,1.808,-0.397,9.589,2.014,0.018,0.258,-0.221,-0.136,-0.102,0.157,30,2.5,-28.8,27.9,195.5,-78,12.3,3,1000,59.01,,,,NaN,,,,,0 / 0,11735,2018-08-27 12:44:28:609,0.19
0.294,9.809,1.015,-0.227,9.568,2.138,0.49,0.284,-1.185,-0.245,-0.115,0.134,30,1.7,-28.9,27.1,188.5,-77.3,6.1,3,1000,59.01,,,,NaN,,,,,0 / 0,11835,2018-08-27 12:44:28:709,0.19
1.039,10.643,0.175,-0.019,9.569,2.148,0.905,1.115,-1.918,-0.286,0.073,0.087,28,2.5,-28.9,26.9,185.4,-77.2,2.2,3,1000,60.38,,,,NaN,,,,,0 / 0,11935,2018-08-27 12:44:28:809,0.19
0.584,9.184,2.476,0.238,9.537,2.273,0.267,-0.347,0.365,0.013,-0.139,0.222,27,2.4,-30.2,25,180,-76.7,-4.6,3,1000,60.38,,,,NaN,,,,,0 / 0,12035,2018-08-27 12:44:28:909,0.19
0.558,9.69,1.844,0.342,9.573,2.102,0.173,0.17,-0.316,0.053,0.057,0.148,27,0.1,-30.8,26.2,175.4,-77.2,-7.9,3,1000,60.38,,,,NaN,,,,,0 / 0,12136,2018-08-27 12:44:29:010,0.19
0.951,9.738,0.962,0.439,9.603,1.94,0.322,0.18,-0.791,0.065,0.124,0.157,26,-0.5,-30.2,26.6,168.4,-78.1,-11.9,3,1000,59.32,,,,NaN,,,,,0 / 0,12235,2018-08-27 12:44:29:109,0.19
0.737,9.41,1.35,0.501,9.624,1.818,0.251,-0.214,-0.518,0.096,0.299,0.076,26,-0.9,-29.7,27.2,167.6,-78.6,-14.8,3,1000,59.32,,,,NaN,,,,,0 / 0,12335,2018-08-27 12:44:29:209,0.19
1.396,8.787,1.549,0.543,9.596,1.946,0.884,-0.833,-0.38,-0.301,0.279,-0.054,28,-2.2,-29.8,27.2,163,-78.7,-16.1,3,1000,59.32,,,,NaN,,,,,0 / 0,12436,2018-08-27 12:44:29:310,0.19
-0.294,10.078,1.999,0.434,9.54,2.231,-0.683,0.449,-0.146,-0.284,0.345,-0.168,28,-3.3,-30.4,25.7,164.5,-76.9,-12.6,3,1000,59.32,,,,NaN,,,,,0 / 0,12535,2018-08-27 12:44:29:409,0.19
-0.151,10.88,2.119,0.327,9.488,2.457,-0.229,1.233,-0.481,-0.24,0.159,-0.089,30,-3.4,-32.3,25.7,168.3,-75.6,-8.2,3,1000,54.6,,,,NaN,,,,,0 / 0,12636,2018-08-27 12:44:29:510,0.19
-1.19,11.033,2.871,0.152,9.492,2.458,-1.332,1.593,0.458,0.221,0.126,0.013,30,-2.6,-31.8,23.9,170.8,-75.2,-5,3,1000,54.6,,,,NaN,,,,,0 / 0,12735,2018-08-27 12:44:29:609,0.19
0.431,9.261,1.235,0.174,9.572,2.126,0.221,-0.227,-0.814,0.3,-0.055,0.065,33,-3.7,-32.3,26.2,169.7,-77.1,-4.2,3,1000,54.6,,,,NaN,,,,,0 / 0,12835,2018-08-27 12:44:29:709,0.19
0.326,9.797,0.426,0.204,9.627,1.856,0.098,0.201,-1.516,-0.026,-0.407,0.049,33,-3.9,-30.6,26.8,168.6,-78.5,-5.3,3,1000,48.67,,,,NaN,,,,,0 / 0,12936,2018-08-27 12:44:29:810,0.19
-0.22,10.207,1.453,0.251,9.659,1.679,-0.481,0.608,-0.139,0.261,-0.412,0.063,33,-1.3,-30.7,25.3,171.6,-79.7,-7.8,3,1000,48.67,,,,NaN,,,,,0 / 0,13036,2018-08-27 12:44:29:910,0.19
-0.022,9.967,1.429,0.343,9.665,1.622,-0.317,0.28,-0.234,0.1,-0.031,-0.148,36,-1,-30.7,25.4,167.9,-80.3,-12.2,3,1000,48.67,,,,NaN,,,,,0 / 0,13136,2018-08-27 12:44:30:010,0.19
1.348,8.737,0.036,0.401,9.686,1.48,0.84,-0.875,-1.406,-0.19,-0.426,0.108,36,-0.9,-29.8,28,168.5,-80.8,-11.3,3,1000,55.39,,,,NaN,,,,,0 / 0,13235,2018-08-27 12:44:30:109,0.19
1.528,9.024,0.484,0.595,9.675,1.484,0.911,-0.69,-0.952,-0.231,-0.193,0.041,40,-0.7,-30.4,27.4,160.7,-80.6,-20.4,3,1000,55.39,,,,NaN,,,,,0 / 0,13335,2018-08-27 12:44:30:209,0.19
0.603,9.965,1.403,0.703,9.642,1.643,-0.157,0.315,-0.156,-0.115,-0.149,0.153,40,0.1,-30.7,27,160.8,-79.9,-22.6,3,1000,55.39,,,,NaN,,,,,0 / 0,13435,2018-08-27 12:44:30:309,0.19
0.888,9.919,1.152,0.796,9.628,1.683,0.121,0.195,-0.553,-0.029,0.068,0.061,41,-0.3,-30.7,26.5,159,-79,-25.2,3,1000,49.32,,,,NaN,,,,,0 / 0,13536,2018-08-27 12:44:30:410,0.19
1.219,9.654,1.439,0.877,9.628,1.646,0.272,0.098,-0.209,0.021,0.137,-0.032,41,0,-31.9,25.9,155.3,-79,-27.6,3,1000,49.32,,,,NaN,,,,,0 / 0,13635,2018-08-27 12:44:30:509,0.19
1.008,9.527,1.642,0.893,9.637,1.579,0.105,-0.084,0.023,0.077,0.173,-0.008,41,-0.4,-30.9,25.9,155.7,-79.3,-29.2,3,1000,49.32,,,,NaN,,,,,0 / 0,13735,2018-08-27 12:44:30:609,0.19
0.479,10.006,1.899,0.808,9.667,1.438,-0.284,0.38,0.307,0.089,0.339,-0.035,38,-1.5,-30.4,26.1,153,-80,-29.9,3,1000,49.32,,,,NaN,,,,,0 / 0,13836,2018-08-27 12:44:30:710,0.19
0.215,9.879,1.88,0.791,9.671,1.417,-0.604,0.152,0.587,0.002,0.313,0.078,38,-2.3,-30.5,27.1,149.4,-80.5,-29.2,3,1000,48.53,,,,NaN,,,,,0 / 0,13936,2018-08-27 12:44:30:810,0.19
-0.05,10.195,1.24,0.747,9.675,1.42,-0.639,0.357,-0.215,0.052,0.264,-0.01,35,-1.6,-28.9,25.4,152,-80.5,-28.3,3,1000,48.53,,,,NaN,,,,,0 / 0,14036,2018-08-27 12:44:30:910,0.19
0.287,9.421,2.081,0.746,9.647,1.594,-0.427,-0.228,0.51,-0.094,0.101,0.059,35,-3.3,-29.8,25.6,152.3,-80.2,-26,3,1000,48.53,,,,NaN,,,,,0 / 0,14135,2018-08-27 12:44:31:009,0.19
0.836,9.56,1.212,0.728,9.65,1.589,0.103,-0.118,-0.361,-0.027,-0.015,0.029,34,-3.7,-30.2,26.9,151.8,-79.7,-24.7,3,1000,58.05,,,,NaN,,,,,0 / 0,14235,2018-08-27 12:44:31:109,0.19
0.453,9.776,1.822,0.727,9.651,1.583,-0.275,0.125,0.239,-0.081,-0.131,0.041,34,-3.9,-30.7,25.4,153.6,-79.8,-24.7,3,1000,58.05,,,,NaN,,,,,0 / 0,14335,2018-08-27 12:44:31:209,0.19
0.278,10.307,1.403,0.694,9.666,1.505,-0.392,0.663,-0.042,0.14,-0.26,0.021,36,-3.6,-30.7,26.6,153.8,-79.9,-24.5,3,1000,58.05,,,,NaN,,,,,0 / 0,14435,2018-08-27 12:44:31:309,0.19
1.034,10.35,0.359,0.776,9.678,1.381,0.047,0.531,-0.784,-0.046,-0.267,0.033,36,-2.7,-29.4,25.8,149.7,-80.7,-28.6,3,1000,59.45,,,,NaN,,,,,0 / 0,14536,2018-08-27 12:44:31:410,0.19
1.322,9.608,1.987,0.881,9.667,1.394,0.496,-0.061,0.545,-0.075,-0.434,0.003,35,-1.1,-31.6,24,151.8,-80.6,-31.2,3,1000,59.45,,,,NaN,,,,,0 / 0,14635,2018-08-27 12:44:31:509,0.19
1.729,9.747,1.264,0.88,9.667,1.391,0.097,-0.241,0.718,0.253,-0.405,-0.036,34,-0.4,-29.9,24.4,152.8,-80.2,-32.2,3,1000,59.45,,,,NaN,,,,,0 / 0,14735,2018-08-27 12:44:31:609,0.19
0.311,9.659,2.509,0.892,9.662,1.422,-0.581,-0.003,1.087,-0.179,-0.234,0.094,34,0.5,-30.7,26.8,154.2,-80.4,-32.4,3,1000,59.45,,,,NaN,,,,,0 / 0,14835,2018-08-27 12:44:31:709,0.19
1.121,9.16,2.567,0.985,9.613,1.669,0.064,-0.367,0.876,-0.063,0.002,-0.074,34,0.2,-29.6,26,155.4,-79,-31.7,3,1000,54.76,,,,NaN,,,,,0 / 0,14936,2018-08-27 12:44:31:810,0.19
0.266,10.066,1.717,0.83,9.626,1.678,-0.526,0.432,0.021,0.036,0.434,-0.075,34,1.6,-30.8,24.7,161.3,-78.9,-27.3,3,1000,54.76,,,,NaN,,,,,0 / 0,15035,2018-08-27 12:44:31:909,0.19
1.307,9.096,1.86,0.825,9.608,1.784,0.507,-0.351,0.687,0.111,0.716,0.099,35,-0.1,-30.6,25.9,159.5,-78.7,-24.7,3,1000,54.76,,,,NaN,,,,,0 / 0,15135,2018-08-27 12:44:32:009,0.19
0.007,10.133,0.584,0.596,9.64,1.697,-0.4,-0.01,-0.323,0.42,1.413,-0.185,35,-1.3,-30,24.5,160,-78.7,-22.1,3,1000,55.16,,,,NaN,,,,,0 / 0,15236,2018-08-27 12:44:32:110,0.19
-0.053,10.214,1.386,0.374,9.645,1.731,-0.252,0.667,-0.335,-0.187,1.618,0.192,36,-4.8,-29.8,24.4,160.1,-80.2,-14.3,3,1000,55.16,,,,NaN,,,,,0 / 0,15336,2018-08-27 12:44:32:210,0.19
-0.702,9.177,1.674,0.245,9.667,1.631,-1.049,-0.473,0.215,-0.094,1.65,0.443,36,-9.7,-29.8,23.5,156.8,-80.1,-9.1,3,1000,55.16,,,,NaN,,,,,0 / 0,15436,2018-08-27 12:44:32:310,0.19
-1.188,9.34,3.843,0.217,9.627,1.858,-1.347,-0.334,1.87,-0.031,2.133,0.318,48,-15.2,-29.9,20.6,144.4,-79.5,-8.8,3,1000,58.51,,,,NaN,,,,,0 / 0,15535,2018-08-27 12:44:32:409,0.19
-0.79,9.462,3.182,-0.024,9.573,2.128,-0.766,-0.111,1.054,-0.077,1.967,0.259,40,-20,-28.5,17.5,139.1,-77.5,0.7,3,1000,58.51,,,,NaN,,,,,0 / 0,15635,2018-08-27 12:44:32:509,0.19
-0.548,9.687,2.976,-0.224,9.57,2.129,-0.25,0.096,0.416,0.03,1.847,0.343,40,-24.8,-27.8,15.5,134.1,-77.3,5,3,1000,58.51,,,,NaN,,,,,0 / 0,15736,2018-08-27 12:44:32:610,0.19
-0.56,9.625,2.631,-0.241,9.573,2.113,-0.255,0.155,0.621,0.014,1.625,0.399,37,-28.2,-26.5,10.9,126.4,-77.5,6.8,3,1000,53.42,,,,NaN,,,,,0 / 0,15835,2018-08-27 12:44:32:709,0.19
-0.448,9.682,1.183,-0.279,9.58,2.08,-0.152,0.136,-0.777,-0.046,1.601,0.293,37,-30.4,-25.5,6.4,116.8,-77.5,7,3,1000,53.42,,,,NaN,,,,,0 / 0,15935,2018-08-27 12:44:32:809,0.19
-0.704,9.426,2.813,-0.349,9.557,2.172,-0.355,-0.13,0.641,-0.19,1.312,0.324,39,-30.7,-25.3,-0.4,109.9,-77.3,8.7,3,1000,53.42,,,,NaN,,,,,0 / 0,16035,2018-08-27 12:44:32:909,0.19
-0.045,9.601,3.386,-0.357,9.508,2.375,0.259,-0.118,0.86,-0.149,1.223,0.303,39,-32.2,-23.3,-4.6,103.1,-76.5,8.7,3,1000,56.23,,,,NaN,,,,,0 / 0,16136,2018-08-27 12:44:33:010,0.19
1.42,9.905,2.047,-0.274,9.511,2.375,1.404,0.284,0.51,0.296,1.047,0.421,45,-30.5,-23.2,-10.9,92.6,-75.5,8.1,3,1000,56.23,,,,NaN,,,,,0 / 0,16236,2018-08-27 12:44:33:110,0.19
-0.184,9.496,3.484,-0.06,9.507,2.403,-0.191,0.086,1.172,-0.053,1.115,0.489,45,-31.1,-22,-13.3,80.3,-76.1,3.6,3,1000,56.23,,,,NaN,,,,,0 / 0,16335,2018-08-27 12:44:33:209,0.19
1.037,9.079,1.288,0.124,9.506,2.407,0.927,-0.456,-1.121,0.052,1.208,0.321,52,-30.5,-19.7,-18,64.9,-75.8,-3,3,1000,56.23,,,,NaN,,,,,0 / 0,16435,2018-08-27 12:44:33:309,0.19
-0.158,10.216,2.95,0.128,9.522,2.343,-0.226,0.632,0.765,-0.089,1.465,0.503,83,-28.3,-18.6,-22.1,60.1,-76.2,-2.6,3,1000,52.24,,,,NaN,,,,,0 / 0,16535,2018-08-27 12:44:33:409,0.19
0.709,9.704,1.942,0.267,9.518,2.345,0.496,-0.006,-0.389,0.156,1.429,0.338,83,-27.1,-17.8,-24.7,48.3,-76,-5.3,3,1000,52.24,,,,NaN,,,,,0 / 0,16636,2018-08-27 12:44:33:510,0.19
0.879,9.603,2.272,0.256,9.538,2.265,0.623,0.065,0.007,0.247,1.41,0.104,83,-24,-18.2,-27.8,38.8,-76.5,-6.7,3,1000,52.24,,,,NaN,,,,,0 / 0,16735,2018-08-27 12:44:33:609,0.19
0.699,9.867,2.033,0.199,9.574,2.113,0.39,0.151,0.092,0.128,1.246,0.239,83,-22.2,-17.5,-31.1,33.8,-77.4,-5.4,3,1000,56.45,,,,NaN,,,,,0 / 0,16835,2018-08-27 12:44:33:709,0.19
0.16,9.675,2.588,0.225,9.566,2.149,-0.065,0.11,0.439,-0.223,1.129,0.298,45,-18,-16.9,-32.8,26.6,-77.6,-5.8,3,1000,56.45,,,,NaN,,,,,0 / 0,16935,2018-08-27 12:44:33:809,0.19
-0.69,9.105,3.335,0.143,9.508,2.398,-0.943,-0.563,1.637,0.182,1.028,0.084,45,-14,-15.9,-35.6,20.9,-76,-5,3,1000,56.45,,,,NaN,,,,,0 / 0,17036,2018-08-27 12:44:33:910,0.19
0.105,9.474,1.829,-0.008,9.513,2.381,0.035,-0.046,-0.485,-0.101,0.696,0.207,47,-11.3,-16.6,-36,20.7,-76,-0.5,3,1000,56.8,,,,NaN,,,,,0 / 0,17135,2018-08-27 12:44:34:009,0.19
-0.867,9.589,2.871,-0.023,9.473,2.537,-1.155,-0.018,0.76,-0.166,0.484,0.311,47,-9.1,-15.9,-36.7,16.6,-75.1,0.7,3,1000,56.8,,,,NaN,,,,,0 / 0,17235,2018-08-27 12:44:34:109,0.19
-1.077,9.517,2.629,0.049,9.447,2.633,-1.093,-0.078,0.185,0.057,0.532,0.303,47,-7.9,-14.9,-37.4,12.8,-74.4,-0.9,3,1000,56.8,,,,NaN,,,,,0 / 0,17336,2018-08-27 12:44:34:210,0.19
-0.426,9.477,2.658,0.121,9.45,2.616,-0.54,0.026,-0.011,0.218,0.525,0.187,39,-5.6,-15,-39.6,7.8,-74.4,-2.1,3,1000,53.04,,,,NaN,,,,,0 / 0,17435,2018-08-27 12:44:34:309,0.19
0.11,9.876,1.903,0.121,9.526,2.325,-0.283,0.388,-0.172,0.171,0.6,0.384,39,-3.9,-15.5,-37.9,3.5,-76.3,-3,3,1000,53.04,,,,NaN,,,,,0 / 0,17535,2018-08-27 12:44:34:409,0.19
0.479,9.457,3.431,0.266,9.519,2.343,0.017,-0.141,1.186,0.048,0.767,0.335,35,-1,-17.1,-41.4,355.2,-76.1,-5.6,3,1000,53.04,,,,NaN,,,,,0 / 0,17635,2018-08-27 12:44:34:509,0.19
0.965,9.362,3.254,0.333,9.487,2.463,0.608,-0.099,0.793,0.015,1.04,0.101,35,0.9,-16,-40.7,351,-75.8,-7.9,3,1000,53.04,,,,NaN,,,,,0 / 0,17736,2018-08-27 12:44:34:610,0.19
-0.62,8.957,4.312,0.18,9.431,2.683,-1.015,-0.457,1.751,-0.279,1.486,0.239,32,5.3,-15.8,-41.6,348.1,-74.5,-4.7,3,1000,57.3,,,,NaN,,,,,0 / 0,17835,2018-08-27 12:44:34:709,0.19
0.019,8.677,3.979,0.052,9.345,2.974,-0.205,-0.732,1.079,-0.201,1.821,0.627,32,10.5,-15.8,-41.6,341.3,-72.8,-1.2,3,1000,57.3,,,,NaN,,,,,0 / 0,17935,2018-08-27 12:44:34:809,0.19
1.053,8.684,5.026,-0.018,9.214,3.357,1.205,-0.561,1.348,-0.126,2.024,0.81,35,18.8,-16.1,-37.7,332.2,-71,0.4,3,1000,57.3,,,,NaN,,,,,0 / 0,18035,2018-08-27 12:44:34:909,0.19
1.317,8.507,4.396,0.057,9.066,3.739,1.244,-0.633,0.729,-0.261,2.447,0.865,35,23.6,-16.8,-30.8,318.2,-68.9,-0.4,3,1000,56.82,,,,NaN,,,,,0 / 0,18137,2018-08-27 12:44:35:011,0.19
1.805,10.463,3.469,0.001,8.996,3.904,1.62,1.534,-0.715,-0.033,2.734,0.818,68,30.7,-19.2,-24.2,294.7,-66.5,-0.3,3,1000,56.82,,,,NaN,,,,,0 / 0,18238,2018-08-27 12:44:35:112,0.19
-0.503,9.486,3.141,-0.201,8.977,3.942,-0.348,0.42,-0.542,0.049,2.437,0.834,59,33.5,-21.5,-15.1,282.2,-66,1.8,3,1000,56.82,,,,NaN,,,,,0 / 0,18336,2018-08-27 12:44:35:210,0.19
-1.449,9.242,4.554,-0.82,9.023,3.753,-0.628,0.219,0.801,0.483,2.718,0.325,59,34.3,-24.6,-4.9,271.8,-66.1,6.5,3,1000,54.35,,,,NaN,,,,,0 / 0,18435,2018-08-27 12:44:35:309,0.19
-0.024,9.307,1.573,-1.229,9.239,3.049,1.172,0.079,-1.225,0.167,2.269,0.544,48,30.4,-25.8,7.7,259,-69.9,20.7,3,1000,54.35,,,,NaN,,,,,0 / 0,18536,2018-08-27 12:44:35:410,0.19
-0.352,9.924,2.33,-1.168,9.337,2.762,0.775,0.556,-0.543,-0.134,1.748,0.676,48,27.4,-26.2,13.7,254,-71.8,23.5,3,1000,54.35,,,,NaN,,,,,0 / 0,18635,2018-08-27 12:44:35:509,0.19
0.007,9.84,2.351,-0.927,9.424,2.551,0.783,0.651,-0.535,0.338,1.296,0.405,42,23.1,-29.6,15.3,243.2,-73.4,19.9,3,1000,56.9,,,,NaN,,,,,0 / 0,18735,2018-08-27 12:44:35:609,0.19
1.01,9.577,1.487,-0.641,9.507,2.318,1.615,0.089,-0.898,-0.006,0.553,0.468,42,19.9,-28.7,17.6,238.9,-75,19.4,3,1000,56.9,,,,NaN,,,,,0 / 0,18836,2018-08-27 12:44:35:710,0.19
-0.065,9.972,1.733,-0.422,9.604,1.938,0.417,0.55,-0.282,0.394,0.036,0.145,42,18.7,-29.2,20.3,226,-76.7,12.9,3,1000,56.9,,,,NaN,,,,,0 / 0,18936,2018-08-27 12:44:35:810,0.19
0.158,9.441,1.817,-0.191,9.674,1.595,0.524,-0.085,0.095,0.407,-0.078,0.156,42,17.3,-29,20.6,220.3,-80.1,7.8,3,1000,57.63,,,,NaN,,,,,0 / 0,19035,2018-08-27 12:44:35:909,0.19
0.529,9.766,1.389,0.029,9.719,1.306,0.5,0.047,0.083,0.111,-0.009,0.124,41,17.5,-28.5,20.4,216,-82,1.7,3,1000,57.63,,,,NaN,,,,,0 / 0,19136,2018-08-27 12:44:36:010,0.19
0.51,9.575,1.824,0.262,9.713,1.328,0.193,-0.27,0.547,-0.069,0.231,0.16,41,17.2,-28.5,20.5,207.2,-82.3,-8.3,3,1000,57.63,,,,NaN,,,,,0 / 0,19235,2018-08-27 12:44:36:109,0.19
1.018,9.615,0.486,0.415,9.706,1.34,0.578,-0.129,-0.83,0.077,0.286,0.104,43,16.7,-28.7,19.9,201.1,-81.7,-16.2,3,1000,57.63,,,,NaN,,,,,0 / 0,19335,2018-08-27 12:44:36:209,0.19
1.006,9.271,1.499,0.527,9.684,1.453,0.484,-0.397,-0.009,-0.056,0.445,0.035,43,15.2,-29.2,20,194.6,-81.1,-19.9,3,1000,47.31,,,,NaN,,,,,0 / 0,19435,2018-08-27 12:44:36:309,0.19
0.883,9.362,0.907,0.474,9.677,1.517,0.412,-0.267,-0.583,-0.154,0.432,-0.03,43,14.5,-28.3,20.8,194.6,-80.8,-18.5,3,1000,47.31,,,,NaN,,,,,0 / 0,19535,2018-08-27 12:44:36:409,0.19
0.376,10.935,1.504,0.595,9.641,1.694,-0.21,0.927,-0.231,0.049,0.641,0.549,42,13.3,-29.2,20.1,193.4,-79.5,-16.9,3,1000,47.31,,,,NaN,,,,,0 / 0,19636,2018-08-27 12:44:36:510,0.19
0.069,10.003,1.841,0.801,9.598,1.847,-0.731,0.406,-0.006,0.049,0.779,0.342,42,10.3,-30.2,21.5,184.2,-78.5,-22.5,3,1000,62.43,,,,NaN,,,,,0 / 0,19735,2018-08-27 12:44:36:609,0.19
-0.567,9.532,1.987,0.716,9.594,1.899,-1.283,-0.063,0.088,0.172,0.843,0.097,44,7.6,-30.6,21.5,180.3,-77.9,-22.8,3,1000,62.43,,,,NaN,,,,,0 / 0,19835,2018-08-27 12:44:36:709,0.19
-0.168,9.52,1.453,0.51,9.621,1.829,-0.675,-0.099,-0.383,-0.102,1.017,0.174,44,4,-30.2,25.2,173.9,-78.9,-16.5,3,1000,62.43,,,,NaN,,,,,0 / 0,19935,2018-08-27 12:44:36:809,0.19
0.8,9.905,1.434,0.432,9.58,2.052,0.363,0.337,-0.57,-0.008,0.61,-0.02,41,3.4,-30.8,23.7,174.1,-78.4,-14.4,3,1000,55.84,,,,NaN,,,,,0 / 0,20035,2018-08-27 12:44:36:909,0.19
0.567,10.317,1.535,0.352,9.598,1.981,0.245,0.714,-0.454,0.066,0.148,0.086,41,1.8,-30.6,23.6,176,-78.1,-9.8,3,1000,55.84,,,,NaN,,,,,0 / 0,20135,2018-08-27 12:44:37:009,0.19
0.651,9.359,1.959,0.493,9.615,1.866,0.158,-0.256,0.093,0.148,-0.308,0.095,41,1,-30.2,23.3,170,-78.6,-14.8,3,1000,55.84,,,,NaN,,,,,0 / 0,20235,2018-08-27 12:44:37:109,0.19
0.893,10.094,1.255,0.591,9.652,1.632,0.015,0.265,-0.443,0.237,-0.276,-0.103,40,1.8,-29.9,26,166.5,-79.3,-18.4,3,1000,62.21,,,,NaN,,,,,0 / 0,20335,2018-08-27 12:44:37:209,0.19
0.472,8.933,2.186,0.578,9.682,1.445,-0.106,-0.749,0.741,0.053,-0.687,0.165,40,1.3,-29.8,26.3,165.2,-80.4,-19.6,3,1000,62.21,,,,NaN,,,,,0 / 0,20436,2018-08-27 12:44:37:310,0.19
0.986,9.833,2.306,0.672,9.68,1.423,0.36,0.211,0.897,-0.078,-0.287,0.039,36,3,-29.5,26.8,164,-80.9,-24.9,3,1000,62.21,,,,NaN,,,,,0 / 0,20535,2018-08-27 12:44:37:409,0.19
0.026,9.86,2.842,0.765,9.643,1.609,-0.707,0.235,1.213,-0.112,0.19,0.105,36,4.2,-29.3,26.5,165.9,-79.6,-25.4,3,1000,62.21,,,,NaN,,,,,0 / 0,20637,2018-08-27 12:44:37:511,0.19
0.948,9.256,1.341,0.816,9.646,1.569,0.223,-0.437,-0.118,0.041,0.409,0.135,36,2.4,-29.9,26.7,162.6,-79.6,-26.8,3,1000,57.77,,,,NaN,,,,,0 / 0,20735,2018-08-27 12:44:37:609,0.19
0.742,9.931,0.857,0.751,9.653,1.56,-0.014,0.255,-0.674,-0.009,0.951,0.058,36,1.2,-29.5,26.4,159.2,-79.5,-26.9,3,1000,57.77,,,,NaN,,,,,0 / 0,20837,2018-08-27 12:44:37:711,0.19
1.329,9.699,2.322,0.715,9.612,1.808,0.49,0.066,0.574,-0.062,1.211,0.113,36,-0.8,-29.6,26.9,159.5,-78.7,-22.4,3,1000,57.77,,,,NaN,,,,,0 / 0,20935,2018-08-27 12:44:37:809,0.19
0.342,10.338,1.365,0.572,9.613,1.852,-0.23,0.725,-0.487,-0.151,1.684,0.207,36,-4.5,-30,25.3,157.6,-78.7,-18.1,3,1000,54.66,,,,NaN,,,,,0 / 0,21035,2018-08-27 12:44:37:909,0.19
